,FIPS,State,County,MedianRUCA,madRUCA,PopwtdmedianRUCA,AreawtdmedianRUCA,Population_2010,RUCC_2013,Description,AgeDist,AirPollution,Comorbidities,Demographics,HealthDisparities,HospitalBeds,Mobility,ResidentialDensity
23,6019,CA,Fresno County,1.0,0.0,0.005,0.0,"930,450",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4191246507650109,0.7365269461077845,0.2795690019877321,0.600681622781037,0.570877523441952,0.4731098339655676,0.6536356965005031,0.8440000000000001
24,6023,CA,Humboldt County,4.0,0.0,0.151,0.016,"134,623",5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",0.5517358041566147,0.3473053892215569,0.2839450525270572,0.5453355114572181,0.4245931422435978,0.4746209390717308,0.5938769743413607,0.9042
25,6025,CA,Imperial County,1.0,0.0,0.045,0.002,"174,528",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.4437744133187831,0.6287425149700601,0.2704043520779607,0.5257578612656666,0.6008299342949612,0.5168300929393455,0.5855252598752605,0.9869
26,6029,CA,Kern County,1.0,0.0,0.008,0.0,"839,631",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.3752278782944123,1.0,0.3054406875437147,0.6003401931008326,0.5709359423750825,0.484482241847105,0.6338942687663895,0.9245
27,6031,CA,Kings County,1.0,0.0,0.053,0.002,"152,982",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.3492587427141526,0.8203592814371258,0.2622387369028559,0.6331256794702912,0.5573868452366828,0.5725713660156698,0.5973713010625772,0.9363
28,6037,CA,Los Angeles County,1.0,0.0,0.0,0.0,"9,818,605",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4555137084840577,0.6706586826347305,0.1327411059289485,0.5832783277130871,0.4235128135606122,0.4509174494096303,0.8218768639554189,0.9045
29,6039,CA,Madera County,2.0,1.0,0.071,0.027999999999999997,"150,865",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.4696862072868579,0.6586826347305389,0.3212225275483551,0.605671103937499,0.5705190600502065,0.6136803044233383,0.6016092126579635,0.8239
30,6041,CA,Marin County,1.0,0.0,0.019,0.004,"252,409",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.6371246099900815,0.43712574850299396,0.0294074401524082,0.4395436802106046,0.0335905251958449,0.4946792019982572,0.7294050639270783,0.6985
31,6047,CA,Merced County,1.0,0.0,0.021,0.003,"255,793",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.3927283612037091,0.5389221556886228,0.2967689109061923,0.5434240131486126,0.5809649675509928,0.5866315326055649,0.6269899167751491,0.8274
32,6053,CA,Monterey County,1.0,0.0,0.011000000000000001,0.0,"415,057",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.452613368495235,0.2215568862275449,0.1927775494709547,0.5323668228450147,0.4108281961811362,0.4907756767261819,0.6283536785223928,0.8399
33,6055,CA,Napa County,1.0,0.0,0.031,0.002,"136,484",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.579673914473061,0.4550898203592814,0.1345915540229442,0.4434757369707861,0.1822562307405726,0.4469700130799563,0.6628386887215519,0.8249
34,6059,CA,Orange County,1.0,0.0,0.002,0.001,"3,010,232",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4833394486037307,0.4550898203592814,0.0893693571526082,0.403880422408021,0.2406761274823981,0.4605036822667208,0.8350019379227094,0.5683
35,6061,CA,Placer County,1.0,0.0,0.015,0.002,"348,432",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5938927650957907,0.4491017964071856,0.0917203389144468,0.4071571975653627,0.06243309677078201,0.4880023094839409,0.6638338457049918,0.1974
36,6065,CA,Riverside County,1.0,0.0,0.002,0.0,"2,189,641",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4806485213347297,0.7065868263473054,0.2094257325703754,0.5862009947395281,0.4526363982716186,0.5118511591706005,0.6834517653680756,0.6632
37,6067,CA,Sacramento County,1.0,0.0,0.003,0.001,"1,418,788",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4696862072868579,0.3652694610778443,0.2205560317033789,0.6088939707658106,0.3258967035219871,0.4804598731416615,0.7717265654675405,0.7603
38,6071,CA,San Bernardino County,1.0,0.0,0.003,0.0,"2,035,210",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.3927283612037091,0.7125748502994013,0.2363838777719681,0.6195771563418722,0.5186455769098504,0.4816766073408095,0.657490639900822,0.8141
39,6073,CA,San Diego County,1.0,0.0,0.002,0.0,"3,095,313",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4668944952995216,0.4431137724550898,0.1040580784552202,0.5256070399365563,0.2795065298515328,0.4692641374798374,0.7513754529733966,0.8411
40,6075,CA,San Francisco County,1.0,0.0,0.005,0.004,"805,235",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5142005305328247,0.407185628742515,0.0778775348104883,0.4783467871295514,0.1391414922219105,0.3607572569501175,0.907679304330717,0.9497
41,6077,CA,San Joaquin County,1.0,0.0,0.006999999999999999,0.001,"685,306",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4347207258122685,0.532934131736527,0.2692928850490229,0.6025125426524821,0.4609130963564292,0.5066282505625755,0.7160085037822028,0.8083
42,6079,CA,San Luis Obispo County,1.0,0.0,0.023,0.002,"269,637",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5938927650957907,0.4491017964071856,0.1588274491555892,0.4384719688125762,0.1813462203492296,0.5062751383790443,0.5990167506141052,0.7832
43,6081,CA,San Mateo County,1.0,0.0,0.006,0.001,"718,451",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5215324091055006,0.3712574850299401,0.0744749720060097,0.41886299197832005,0.088225959133487,0.4195227936560162,0.7937517587507763,0.6043
44,6083,CA,Santa Barbara County,1.0,0.0,0.011000000000000001,0.0,"423,895",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5016507991249867,0.4311377245508981,0.1623158291725812,0.4808589692674125,0.3697590839333118,0.4694872162492051,0.6536356740206513,0.9156
45,6085,CA,Santa Clara County,1.0,0.0,0.003,0.0,"1,781,642",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.452613368495235,0.3532934131736527,0.0608948334257175,0.4520186181875003,0.1277788290509043,0.4614175560454712,0.7935132226063075,0.731
46,6087,CA,Santa Cruz County,1.0,0.0,0.019,0.003,"262,382",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5117241638959221,0.2694610778443114,0.1000211015253438,0.40978525491565704,0.2685884528293614,0.5314706195357516,0.7045887159516678,0.9035
47,6089,CA,Shasta County,1.0,0.0,0.025,0.001,"177,223",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.6170727822364962,0.3233532934131737,0.2618521892059657,0.4672811985320399,0.3169258439698953,0.3916455348707027,0.5897231316520465,0.815
48,6095,CA,Solano County,1.0,0.0,0.01,0.001,"413,344",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.504194780386106,0.4790419161676646,0.2362367599796347,0.6229925540650683,0.2306920306818645,0.514283478311285,0.7170739500044421,0.6905
49,6097,CA,Sonoma County,1.0,0.0,0.011000000000000001,0.002,"483,878",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5837920978957992,0.4251497005988024,0.1146131779767592,0.4722852685860954,0.1859109673777836,0.4025301754170643,0.6881390381527309,0.6472
50,6099,CA,Stanislaus County,1.0,0.0,0.011000000000000001,0.001,"514,453",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4467440848690857,0.5568862275449102,0.2749661742848966,0.5104021126820444,0.4737735727923394,0.458238071137565,0.6775719785601612,0.6043
51,6107,CA,Tulare County,1.0,0.0,0.013999999999999999,0.001,"442,179",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.3927283612037091,0.8862275449101797,0.3133814773322623,0.4696491284991761,0.5979160942715358,0.3797380491635831,0.6123668999562277,0.6371
52,6111,CA,Ventura County,1.0,0.0,0.006,0.001,"823,318",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5016507991249867,0.4910179640718562,0.1266440739971018,0.4664623555744505,0.2616164844016028,0.4941820201973943,0.7134192334013707,0.5508
53,6113,CA,Yolo County,1.0,0.0,0.025,0.001,"200,849",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4222965150817871,0.407185628742515,0.1258495935823272,0.49427950639934704,0.3378939047130588,0.6073322521846585,0.6687051886345744,0.9519
54,8001,CO,Adams County,1.0,0.0,0.01,0.001,"441,603",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.356864961974712,0.3712574850299401,0.2482113381968536,0.5405084978334441,0.3132796593826889,0.4952043756193816,0.6981796111453099,0.5524
55,8005,CO,Arapahoe County,1.0,0.0,0.006,0.001,"572,003",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4377631248108773,0.3053892215568862,0.1526521317415207,0.5880664752668283,0.1205602965899122,0.5282480766888301,0.7224536239899895,0.3613
56,8013,CO,Boulder County,1.0,0.0,0.013999999999999999,0.002,"294,567",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4612475416970636,0.281437125748503,0.0461054480902213,0.33472876628111997,0.0985138343862994,0.4762126645321657,0.6908737534764587,0.5673
57,8031,CO,Denver County,1.0,0.0,0.006999999999999999,0.004,"600,158",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4094437997825014,0.311377245508982,0.1248411113351452,0.6153789184523565,0.2388149123179994,0.44666472495546705,0.8265312278269804,0.8717
58,8035,CO,Douglas County,1.0,0.0,0.016,0.003,"285,465",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.3927283612037091,0.2395209580838323,0.0624746630070832,0.3207829371134983,0.003842881737314,0.5708818866137579,0.6619894563453733,0.0376
59,8041,CO,El Paso County,1.0,0.0,0.008,0.001,"622,263",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4316532862111268,0.18562874251497,0.1905170934027913,0.5529374025572921,0.1826798583443255,0.5629501411617429,0.6673375408419235,0.5782
60,8059,CO,Jefferson County,1.0,0.0,0.008,0.001,"534,543",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.526341402378779,0.3233532934131737,0.1211483583156945,0.3838624401438191,0.0507242562516991,0.5731006503466478,0.7123243478812845,0.1987
61,8069,CO,Larimer County,1.0,0.0,0.013000000000000001,0.001,"299,630",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.504194780386106,0.21556886227544897,0.1099225428415293,0.3546489629232301,0.1222628772492945,0.5040555922888081,0.6071164424516027,0.355
62,8077,CO,Mesa County,1.0,0.0,0.032,0.001,"146,723",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.5775976316230177,0.2035928143712575,0.2241676435983681,0.3608005922688772,0.3689714521730216,0.4290483955840151,0.5621521839870356,0.5969
63,8101,CO,Pueblo County,1.0,0.0,0.017,0.001,"159,063",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.5755097168756041,0.1796407185628742,0.3244583808445704,0.518863141930047,0.4270766093843933,0.3752405843631325,0.5964293592964294,0.7937
64,8123,CO,Weld County,1.0,0.0,0.013000000000000001,0.001,"252,825",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4159255598121659,0.3353293413173652,0.2143370520883555,0.41282746630487105,0.2105527960807038,0.5514196503621324,0.5930528385559994,0.5279
65,9001,CT,Fairfield County,1.0,0.0,0.005,0.002,"916,829",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5166605513962695,0.4191616766467066,0.1060911497659712,0.5175102615222225,0.214995164478205,0.4680354625577661,0.7661513560762099,0.7061
66,9003,CT,Hartford County,1.0,0.0,0.004,0.002,"894,014",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5472454870957077,0.2754491017964072,0.1995032806118808,0.5433095776394669,0.1852512550133381,0.4515744450531966,0.74031092995747,0.737
67,9005,CT,Litchfield County,4.0,2.0,0.051,0.028999999999999998,"189,927",4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ",0.6170727822364962,0.2934131736526946,0.2080262247051212,0.2965186007749599,0.0740718345701083,0.5145155023965756,0.6198934401742489,0.1573
68,9007,CT,Middlesex County,1.0,0.0,0.027999999999999997,0.017,"165,676",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5998243249034969,0.3353293413173652,0.1596245017716954,0.380452053486574,0.0354701694257467,0.530289110643435,0.6752800244549679,0.3483
69,9009,CT,New Haven County,1.0,0.0,0.005,0.003,"862,477",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5494974081927578,0.3233532934131737,0.2299618937442616,0.5354118872157564,0.2078953971060103,0.4023923621297341,0.7497932411848623,0.8009999999999999
70,9011,CT,New London County,1.0,0.0,0.016,0.006999999999999999,"274,055",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.5627304600978258,0.2874251497005988,0.2282954707019422,0.5334867774044315,0.1402636175436513,0.4961442672245016,0.6682659584134995,0.5396
71,9013,CT,Tolland County,1.0,0.0,0.043,0.036000000000000004,"152,691",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5067215141840639,0.3053892215568862,0.1502222187050256,0.3416072616182805,0.0477083938852601,0.5471349141096156,0.6333979070233658,0.3461
72,10001,DE,Kent County,1.0,0.0,0.032,0.02,"162,310",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.542700408721451,0.3772455089820359,0.3805449350693194,0.6304153843266543,0.3039762334916827,0.5302739999782872,0.6154588727216288,0.8373
73,10003,DE,New Castle County,1.0,0.0,0.006999999999999999,0.003,"538,479",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.504194780386106,0.4191616766467066,0.2874172158909742,0.5833993753050268,0.1745704672659445,0.4293712269152877,0.7360752597736422,0.5562
74,10005,DE,Sussex County,4.0,2.0,0.08,0.042,"197,145",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.7181526079808993,0.3712574850299401,0.3547198936689577,0.5961045097593256,0.2113748769438297,0.4743133366009955,0.6104168248225694,0.4247
75,11001,DC,District of Columbia,1.0,0.0,0.005,0.003,"601,723",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4254416122920296,0.4011976047904191,0.2409023772661593,0.665408730916593,0.2392337218654117,0.3602378588916007,0.841611284587443,0.9739
76,12001,FL,Alachua County,1.0,0.0,0.019,0.003,"247,336",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4640817135884801,0.3173652694610779,0.2569048170651095,0.539464482710463,0.34850699876886604,0.3330369689132292,0.6746504647290232,0.8937
77,12005,FL,Bay County,1.0,0.0,0.022000000000000002,0.003,"168,852",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.5472454870957077,0.407185628742515,0.4073635692296202,0.563672005739315,0.3708719344965968,0.3918640456433738,0.6429219666379569,0.7144
78,12009,FL,Brevard County,1.0,0.0,0.008,0.002,"543,376",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.6726459331898672,0.2574850299401197,0.3517892069502747,0.4977368287133195,0.2668876789411068,0.4307135149021835,0.6900630433054793,0.3489
79,12011,FL,Broward County,1.0,0.0,0.003,0.001,"1,748,066",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5334405085950897,0.21556886227544897,0.2207472887513558,0.5836272189968845,0.3673881184080708,0.4135461499154591,0.7677655678352822,0.6638
80,12015,FL,Charlotte County,1.0,0.0,0.026000000000000002,0.005,"159,978",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.8678354515841412,0.281437125748503,0.3160381755385081,0.4287119898807502,0.3038968560134703,0.3805406187479671,0.6296158971109446,0.547
81,12017,FL,Citrus County,1.0,0.0,0.043,0.032,"141,236",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.8369674946274659,0.3053892215568862,0.4381596589932113,0.3746677244852607,0.4471432117862184,0.4649546081590309,0.6013562398439474,0.5304
82,12019,FL,Clay County,1.0,0.0,0.034,0.013000000000000001,"190,865",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.5092312328105775,0.3353293413173652,0.369621267851759,0.5285860402999671,0.2907295898400682,0.4838715126904225,0.6439747429492022,0.2206
83,12021,FL,Collier County,1.0,0.0,0.012,0.001,"321,520",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.7810707630337572,0.281437125748503,0.1740409331602961,0.4636129728756165,0.31925850594722804,0.4386868583599242,0.6312289838692626,0.609
84,12031,FL,Duval County,1.0,0.0,0.005,0.002,"864,263",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4696862072868579,0.3293413173652694,0.3962487037889176,0.5976231356773541,0.3610292476496617,0.3917800868439219,0.7367471346957233,0.8281
85,12033,FL,Escambia County,1.0,0.0,0.013999999999999999,0.003,"297,619",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.540406913436432,0.4131736526946108,0.3994327793409489,0.637678437438885,0.3366512075313929,0.3509633170242645,0.6850112089118844,0.6896
86,12053,FL,Hernando County,1.0,0.0,0.024,0.006999999999999999,"172,778",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.7376260122167034,0.3173652694610779,0.4173705868299842,0.44067174254167796,0.4556639444246836,0.4193367684257262,0.628191910299661,0.213
87,12057,FL,Hillsborough County,1.0,0.0,0.003,0.001,"1,229,226",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.4806485213347297,0.2455089820359281,0.2623250555865962,0.5536549913317519,0.3622872421602092,0.4130889325421838,0.7432750928988894,0.8099
88,12061,FL,Indian River County,1.0,0.0,0.034,0.006999999999999999,"138,028",3,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ",0.7894194086217464,0.2395209580838323,0.2787650717032136,0.4832897539930009,0.3167585369634657,0.397165575908853,0.6445991249470703,0.3403
89,12069,FL,Lake County,1.0,0.0,0.016,0.006999999999999999,"297,052",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.7209975974271429,0.311377245508982,0.3377423719280535,0.5268750264220536,0.3529856230403309,0.4508488031820102,0.65122171118707,0.5855
90,12071,FL,Lee County,1.0,0.0,0.006,0.003,"618,754",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.7389787970328645,0.2754491017964072,0.2576080684526201,0.4859920750473031,0.3557370945650758,0.4338054061436551,0.6937633269337034,0.6103
91,12073,FL,Leon County,1.0,0.0,0.013999999999999999,0.003,"275,487",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.4407808887294848,0.4491017964071856,0.2846449898850288,0.5762230087611641,0.3320729699450849,0.3897149182184036,0.6706749446265318,0.8497
92,12081,FL,Manatee County,1.0,0.0,0.012,0.002,"322,833",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.7238210337160854,0.3053892215568862,0.2728381577023857,0.4907706252065154,0.3027814759706064,0.4766551381937717,0.6942796439880398,0.6511
93,12083,FL,Marion County,1.0,0.0,0.018000000000000002,0.008,"331,298",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.7496278588600158,0.3293413173652694,0.4253823523886378,0.5303050917241016,0.4931367389684276,0.45738850573528705,0.6179809940883575,0.6281
94,12085,FL,Martin County,1.0,0.0,0.027000000000000003,0.004,"146,318",2,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ",0.7712946796992126,0.2455089820359281,0.1900903929640496,0.5031723815926297,0.2177349522163239,0.4303664611185648,0.6452086487419837,0.6912
95,12086,FL,Miami-Dade County,1.0,0.0,0.002,0.0,"2,496,435",1,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,0.526341402378779,0.251497005988024,0.1924141275055481,0.4923771339131115,0.5525286785769823,0.4123149988426979,0.7762012847432045,0.8988
